file,folder,keep,category,matched_class,folder_match,foods,note
cold-ramen/1.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,라멘(반숙란·오리/차슈·김·쪽파·간무),"뜨거운 쇼유 라멘, 얼음/차가운 요소 없음 → japanese-ramen 폴더 노이즈"
cold-ramen/10.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,라멘(차슈·반숙란·파·채소),"김 나는 뜨거운 쇼유 라멘 → japanese-ramen, 폴더 노이즈"
cold-ramen/11.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,라멘(닭가슴살 차슈·반숙란·새싹),"맑은 뜨거운 라멘 → japanese-ramen, 폴더 노이즈"
cold-ramen/12.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,냉라멘(오이·소고기·죽순·김),오이 고명·차가운 스타일 라멘 → cold-ramen 일치
cold-ramen/13.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,냉라멘(레몬·차조기·만두·맑은육수),레몬슬라이스 띄운 차가운 맑은 육수 라멘 → cold-ramen 일치
cold-ramen/14.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,냉라멘(오이·방울토마토·나루토·고기·김),오이·토마토 고명 히야시 스타일 차가운 라멘 → cold-ramen 일치
cold-ramen/15.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"일본 라멘 (차슈, 멘마, 김, 어묵, 파)","뜨거운 쇼유 라멘, 냉라멘 아님 - 폴더 노이즈"
cold-ramen/16.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"일본 라멘 (차슈, 멘마, 김, 파)","뜨거운 라멘, 얼음/차가운 요소 없음 - 폴더 노이즈"
cold-ramen/17.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"라멘 (멘마, 채썬파, 무순, 김)","국물 적은 라멘이나 따뜻한 일본 라멘으로 판단, 냉라멘 단서 약함"
cold-ramen/18.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"라멘 (멘마, 채썬파, 무순, 김)","17과 유사 구성, 따뜻한 일본 라멘으로 판단"
cold-ramen/19.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"오리(돼지)고기 슬라이스 라멘 (멘마, 파)","맑은 쇼유 라멘, 뜨거운 일본 라멘 - 폴더 노이즈"
cold-ramen/2.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"라멘 (연근, 차슈, 채썬파, 방울토마토)","토마토 고명 있으나 뜨거운 국물 라멘, 냉라멘 단서 없음"
cold-ramen/20.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,라멘(오이·죽순·어묵·차슈 토핑),오이 토핑 있으나 국물 가득한 따뜻한 쇼유 라멘이라 일반 일본라멘으로 판정
cold-ramen/21.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,시오 라멘(차슈·반숙란·죽순·파),"맑은 따뜻한 국물의 일반 일본라멘, 냉라멘 아님"
cold-ramen/22.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,라멘(차슈·꽈리고추·어묵·파),"따뜻한 쇼유 라멘, 얼음/차가운 요소 없음"
cold-ramen/23.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,냉라멘/히야시츄카(오이채·붉은 절임·김·햄·파),"차가운 토핑을 색색으로 올린 전형적 히야시츄카, 진짜 냉라멘"
cold-ramen/24.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,시오 라멘(차슈·반숙란·파·김),"맑은 따뜻한 국물 일본라멘, 냉라멘 아님"
cold-ramen/25.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,라멘(차슈·파·면),"따뜻한 국물의 일반 일본라멘, 얼음 없음"
cold-ramen/26.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"냉라멘(차가운 라멘, 옥수수·햄·미역·파)","맑은 차가운 국물+냉라멘 토핑, 일본어로 冷やしラーメン 명시"
cold-ramen/27.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,맑은 국물 라멘(옥수수·김),"매우 연한 투명 국물+옥수수 토핑, 냉라멘 스타일"
cold-ramen/28.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,맑은 간장국물 라멘(햄·죽순·양파),투명 간장국물+슬라이스햄·다진양파 냉라멘 토핑
cold-ramen/29.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,라멘(차슈·반숙란·파),"얼음·냉기 단서 없는 뜨거운 라멘, 차슈+반숙란"
cold-ramen/3.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,맑은 국물 라멘(삶은계란·파),연한 맑은 국물이나 얼음 없이 따뜻하게 제공된 라멘
cold-ramen/30.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,라멘(완탕·반숙란·파·깨),"완탕+반숙란 얹은 뜨거운 라멘, 냉기 단서 없음"
cold-ramen/31.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"완탕면(라멘) - 완탕, 반숙란, 무순, 맑은 간장 육수","맑은 간장 완탕 라멘, 얼음 없이 따뜻해 보임 → japanese-ramen"
cold-ramen/32.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"냉라멘 - 맑은 육수, 토마토, 닭고기/햄, 무순",토마토·시원한 맑은 육수의 히야시(냉) 라멘 단일 → cold-ramen
cold-ramen/33.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"냉라멘 - 차슈, 반숙란, 파채, 채소, 얼음 슬러시 육수",육수에 잘게 부순 얼음(슬러시) 보임 → 차가운 냉라멘 cold-ramen
cold-ramen/34.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"라멘 - 차슈, 반숙란, 파, 맑은 시오/쇼유 육수",얼음 없는 따뜻한 맑은 라멘 단일 → japanese-ramen
cold-ramen/35.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"라멘 - 차슈, 파채, 깻잎/차조기, 맑은 육수",얼음 없는 맑은 따뜻한 라멘으로 보임 → japanese-ramen
cold-ramen/36.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"냉라멘 - 차슈, 토마토, 반숙란, 무순, 유리볼; 옆에 라멘스프 가루 박스","유리볼·토마토의 차가운 냉라멘 단일 메인, 옆 스프박스는 곁요소 → cold-ramen"
cold-ramen/37.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"차가운 라멘(8번라멘 냉라멘) - 차슈, 죽순, 새싹, 어묵","8ban 하이시 냉라멘, 맑은 차가운 육수에 차가운 토핑, 메인 1개 단일"
cold-ramen/39.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,차가운 라멘(8번 냉라멘) 메인 + 뒤쪽 군만두/단무지 곁들이,"중앙 메인은 냉라멘 1그릇, 뒤 군만두는 배경 곁들이로 무시"
cold-ramen/4.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"차가운 라멘(히야시츄카) - 햄, 삶은달걀, 오크라, 맑은 냉육수","투명 냉육수+차가운 토핑 전형적 냉라멘, 단일 메인"
cold-ramen/40.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"차가운 라멘(히야시츄카) - 오이채, 토마토, 지단채, 차가운 면","차가운 토핑·냉소스 냉라멘, 단일 메인"
cold-ramen/41.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"차가운 라멘 - 오이채, 숙주, 나루토, 소고기, 고추실","차가운 면+생오이·숙주 토핑 냉라멘, 단일 메인"
cold-ramen/42.jpg,cold-ramen,DROP,ood,japanese-ramen,False,"뜨거운 일본라멘 - 차슈, 반숙달걀, 미역, 죽순, 가쓰오부시","얼음/차가움 없는 뜨거운 일반 라멘이라 cold-ramen 아님, 폴더 노이즈"
cold-ramen/43.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"차가운 라멘(냉라멘) - 맑은 육수에 얼음, 햄, 삶은계란 반쪽, 깨, 무순","육수에 얼음이 보이는 전형적 냉라멘, 메인 1개"
cold-ramen/44.jpg,cold-ramen,DROP,ood,none,False,"맑은 육수 면요리 - 닭가슴살, 파, 면, 깨",우측 하단 YUUKISAKABA 워터마크 박힘 → OOD
cold-ramen/45.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"뜨거운 간장라멘 - 미역, 멘마, 차슈, 파","얼음 없는 따뜻한 쇼유라멘이라 japanese-ramen, 폴더 노이즈"
cold-ramen/46.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"뜨거운 간장라멘 - 차슈, 파, 계란","저해상도지만 따뜻한 쇼유라멘, cold 아님"
cold-ramen/47.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"맑은 육수 라멘 - 반숙계란, 햄, 팽이버섯, 시금치, 깨","얼음 없는 따뜻한 맑은 라멘, 메인 1개"
cold-ramen/48.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"뜨거운 간장라멘 - 반숙계란, 차슈, 멘마, 흰파채","따뜻한 쇼유라멘, cold 아님, 폴더 노이즈"
cold-ramen/49.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"차가운 라멘(냉라멘) - 면, 오이, 차슈, 어묵(나루토), 김, 죽순, 콩나물, 파","오이·차가운 국물의 히야시 라멘, 메인 1개 단일"
cold-ramen/5.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"차가운 라멘(냉라멘) - 면, 차슈, 오이채, 미역, 나루토, 생강절임","오이·생강 올린 전형적 히야시추카, 단일 메인"
cold-ramen/50.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"차가운 면요리 - 소면/라멘면, 돼지고기 차슈, 죽순, 미나리, 미역","차가운 국물 면, 얼음없으나 냉면류로 판단 단일"
cold-ramen/6.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"뜨거운 라멘 - 면, 돼지고기, 청경채, 파, 붉은 국물","오이·얼음 없는 뜨거운 라멘, 크롤 노이즈(japanese-ramen)"
cold-ramen/7.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"차가운 라멘(냉라멘) - 면, 반숙계란, 닭가슴살, 파, 유리볼","유리볼·차가운 국물 츠케멘/히야시 라멘, 단일 메인"
cold-ramen/8.jpg,cold-ramen,KEEP,single_in,cold-ramen,True,"차가운 라멘(냉라멘) - 면, 오이, 차슈, 어묵, 죽순, 파","오이 올린 차가운 라멘, 메인 1개 단일"
cold-ramen/9.jpg,cold-ramen,KEEP,single_in,japanese-ramen,False,"간장 라멘(차슈, 파)","얼음 없는 뜨거운 간장 라멘이라 cold-ramen 아님, japanese-ramen으로 매칭 KEEP"
nagasaki-champon/1.jpg,nagasaki-champon,DROP,ood,nagasaki-champon,True,나가사끼짬뽕(크림국물 야채면),음식은 나가사끼짬뽕 맞으나 상단 NHK World 방송 워터마크 배너로 ood
nagasaki-champon/10.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼짬뽕(크림국물, 양배추·당근·옥수수·어묵)",하얀 크림국물 야채면 전형적 나가사끼짬뽕 단일 메인 KEEP
nagasaki-champon/11.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(숙주·양배추·당근·어묵),크림빛 국물 야채 듬뿍 나가사끼짬뽕 단일 메인 KEEP
nagasaki-champon/12.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(양배추·당근·어묵),하얀 국물 야채면 나가사끼짬뽕 단일 메인 KEEP
nagasaki-champon/13.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼짬뽕(양배추·어묵·야채),크림국물 야채면 나가사끼짬뽕 단일 메인 KEEP
nagasaki-champon/14.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사키 짬뽕(걸쭉한 흰 국물에 양배추·면), 작은 국 한 그릇","흰 국물 채소면, 메인 1개 명확. 곁들이 국그릇은 무시"
nagasaki-champon/15.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사키 짬뽕(흰 국물에 채소·게맛살), 곁들이 양념 종지","전형적 짬뽕, 작은 반찬 종지는 무시 메인 1개"
nagasaki-champon/16.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사키 짬뽕(흰 국물·숙주·어묵·파),흰 국물 짬뽕 단일 그릇 명확
nagasaki-champon/17.jpg,nagasaki-champon,DROP,multi,none,False,나가사키 짬뽕 + 군만두 한 접시 + 소스,"짬뽕과 군만두 두 메인 접시 동시, 곁들이 아님"
nagasaki-champon/18.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사키 짬뽕(흰 국물·채소·어묵),"워터마크 텍스트 약간 있으나 음식 단일 명확, 흰 국물 짬뽕"
nagasaki-champon/19.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사키 짬뽕(흰 국물·채소·버섯),흰 국물 채소 짬뽕 단일 그릇
nagasaki-champon/2.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼 짬뽕 (흰 국물, 양배추·당근·어묵·채소 토핑)","흰 크림빛 국물에 채소·어묵 토핑, 전형적 나가사끼짬뽕 단일"
nagasaki-champon/20.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,나가사끼 짬뽕 + 공깃밥,"공깃밥은 곁들이, 메인은 흰국물 짬뽕 1개"
nagasaki-champon/21.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼 짬뽕 (흰 국물, 어묵·채소)",중화풍 그릇에 흰국물 짬뽕 단일
nagasaki-champon/22.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼 짬뽕 (흰 국물, 새우·채소·어묵)","흰국물에 새우·채소 풍성, 메인 1개"
nagasaki-champon/23.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼 짬뽕 (흰 국물, 양배추 위주)",흰국물 채소 짬뽕 단일
nagasaki-champon/24.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼 짬뽕 (흰/연한 국물, 그릇 2개)","앞 그릇이 명확한 메인 짬뽕, 뒤는 같은 메뉴 보조-단일 처리"
nagasaki-champon/25.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼짬뽕(흰 국물 채소 면, 분홍 어묵)","흰 국물에 양배추·분홍어묵, 전형적 나가사끼짬뽕"
nagasaki-champon/26.jpg,nagasaki-champon,KEEP,single_in,nagasaki-champon,True,"나가사끼짬뽕(맑은 흰 국물, 분홍 어묵, 채소)","흰 국물 면요리 단일, 나가사끼짬뽕"
